Plage,echantillon,orientation,position,substrat,frequentation,situation,distance,objet,compte,lat,lon
Tolochenaz,VD_Tol_1,SE,1,2,1,1,4,souple,0,46.4917,6.48075
Tolochenaz,VD_Tol_2,SE,1,2,1,1,4,souple,0,46.4917,6.48075
Tolochenaz,VD_Tol_3,ENE,1,2,1,1,4,souple,0,46.4917,6.48075
Tolochenaz,VD_Tol_4,ENE,1,2,1,1,4,souple,0,46.4917,6.48075
Vidy,VD_Vid_1,SO,1,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_10,S,2,1,3,2,2,souple,28,46.51121667,6.6109
Vidy,VD_Vid_11,SO,2,1,3,2,2,souple,15,46.51121667,6.6109
Vidy,VD_Vid_12,SO,2,1,3,2,2,souple,50,46.51121667,6.6109
Vidy,VD_Vid_13,S,2,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_2,SO,1,1,3,2,2,souple,1,46.51121667,6.6109
Vidy,VD_Vid_3,SO,1,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_4,S,1,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_5,S,1,1,3,2,2,souple,2,46.51121667,6.6109
Vidy,VD_Vid_6,SSE,1,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_7,SO,2,1,3,2,2,souple,34,46.51121667,6.6109
Vidy,VD_Vid_8,SO,2,1,3,2,2,souple,0,46.51121667,6.6109
Vidy,VD_Vid_9,SO,2,1,3,2,2,souple,28,46.51121667,6.6109
Bouveret,VS_Bou_1,ONO,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_10,O,2,1,3,1,2,souple,11,46.389,6.859816667
Bouveret,VS_Bou_11,O,2,1,3,1,2,souple,67,46.389,6.859816667
Bouveret,VS_Bou_12,O,2,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_2,ONO,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_3,O,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_4,O,1,1,3,1,2,souple,2,46.389,6.859816667
Bouveret,VS_Bou_5,O,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_6,OSO,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_7,OSO,1,1,3,1,2,souple,0,46.389,6.859816667
Bouveret,VS_Bou_8,ONO,2,1,3,1,2,souple,58,46.389,6.859816667
Bouveret,VS_Bou_9,ONO,2,1,3,1,2,souple,44,46.389,6.859816667
