loc_date,date,slug,code,quantity,city,feature_name,feature_type,parent_boundary,pcs_m,project
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G90,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G900,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G901,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G902,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G903,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G904,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G905,1,La Tour-de-Peilz,lac-leman,l,rhone,0.04,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G906,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G907,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G908,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G91,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G913,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G914,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G915,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
"('anarchy-beach', '2021-03-24')",2021-03-24,anarchy-beach,G916,0,La Tour-de-Peilz,lac-leman,l,rhone,0.0,IQAASL
